   35111:	1746677214	 61.169	 -0.997261	 -0.996910	 0.999536	 1.619548	 1.374586	 -4.854055	  1.634039 	 -0.011935
   35112:	1746677215	 61.599	 -0.997262	 -0.996910	 0.999540	 1.619559	 1.374566	 -4.854385	  1.634079 	 -0.008820
   35113:	1746677216	 62.045	 -0.997257	 -0.996914	 0.999557	 1.619567	 1.374584	 -4.854319	  1.634017 	 -0.009099
   35114:	1746677217	 62.061	 -0.997263	 -0.996920	 0.999558	 1.619568	 1.374564	 -4.854469	  1.634007 	 -0.011667
   35115:	1746677218	 61.169	 -0.997260	 -0.996911	 0.999551	 1.619558	 1.374548	 -4.854400	  1.634046 	 -0.009402
   35116:	1746677219	 61.661	 -0.997263	 -0.996908	 0.999532	 1.619565	 1.374587	 -4.854179	  1.634050 	 -0.009678
   35117:	1746677220	 61.246	 -0.997263	 -0.996918	 0.999550	 1.619564	 1.374565	 -4.854252	  1.634031 	 -0.009971
   35118:	1746677221	 61.968	 -0.997258	 -0.996915	 0.999542	 1.619570	 1.374581	 -4.854220	  1.634045 	 -0.009974
   35119:	1746677222	 61.953	 -0.997264	 -0.996921	 0.999541	 1.619581	 1.374608	 -4.854211	  1.634034 	 -0.008750
   35120:	1746677223	 61.384	 -0.997263	 -0.996923	 0.999539	 1.619588	 1.374569	 -4.854465	  1.634018 	 -0.012708
   35121:	1746677224	 61.722	 -0.997262	 -0.996917	 0.999552	 1.619566	 1.374557	 -4.854323	  1.634028 	 -0.010869
   35122:	1746677225	 61.030	 -0.997262	 -0.996916	 0.999537	 1.619548	 1.374595	 -4.854280	  1.634027 	 -0.008937
   35123:	1746677226	 60.969	 -0.997261	 -0.996921	 0.999554	 1.619572	 1.374576	 -4.854555	  1.634055 	 -0.012886
   35124:	1746677227	 61.768	 -0.997255	 -0.996907	 0.999554	 1.619573	 1.374561	 -4.854439	  1.634067 	 -0.012622
   35125:	1746677228	 61.492	 -0.997264	 -0.996917	 0.999542	 1.619569	 1.374551	 -4.854474	  1.634050 	 -0.010468
   35126:	1746677229	 62.199	 -0.997252	 -0.996907	 0.999542	 1.619560	 1.374596	 -4.854161	  1.634019 	 -0.011795
   35127:	1746677230	 61.584	 -0.997261	 -0.996914	 0.999554	 1.619564	 1.374583	 -4.854174	  1.634020 	 -0.010086
   35128:	1746677231	 61.845	 -0.997256	 -0.996913	 0.999542	 1.619553	 1.374570	 -4.854429	  1.634068 	 -0.010271
   35129:	1746677232	 61.845	 -0.997269	 -0.996917	 0.999548	 1.619576	 1.374619	 -4.854207	  1.634030 	 -0.012731
   35130:	1746677233	 60.907	 -0.997267	 -0.996917	 0.999551	 1.619568	 1.374546	 -4.854660	  1.634046 	 -0.009811
   35131:	1746677234	 60.723	 -0.997261	 -0.996918	 0.999555	 1.619566	 1.374569	 -4.854454	  1.634033 	 -0.008891
   35132:	1746677235	 61.538	 -0.997248	 -0.996897	 0.999529	 1.619561	 1.374519	 -4.854623	  1.634061 	 -0.008104
   35133:	1746677236	 61.830	 -0.997255	 -0.996906	 0.999540	 1.619545	 1.374527	 -4.854749	  1.634039 	 -0.009189
   35134:	1746677237	 61.384	 -0.997262	 -0.996914	 0.999525	 1.619575	 1.374523	 -4.854733	  1.634028 	 -0.010401
   35135:	1746677238	 62.322	 -0.997257	 -0.996914	 0.999536	 1.619547	 1.374548	 -4.854820	  1.634058 	 -0.010755
   35136:	1746677239	 61.661	 -0.997265	 -0.996913	 0.999543	 1.619577	 1.374534	 -4.854618	  1.634041 	 -0.011295
   35137:	1746677240	 62.322	 -0.997259	 -0.996911	 0.999550	 1.619567	 1.374550	 -4.854647	  1.634035 	 -0.012047
   35138:	1746677241	 61.645	 -0.997264	 -0.996918	 0.999542	 1.619564	 1.374534	 -4.854660	  1.634040 	 -0.011964
   35139:	1746677242	 61.645	 -0.997259	 -0.996918	 0.999551	 1.619562	 1.374542	 -4.854703	  1.634047 	 -0.009153
   35140:	1746677243	 60.892	 -0.997262	 -0.996919	 0.999552	 1.619565	 1.374551	 -4.854648	  1.634053 	 -0.009631
   35141:	1746677244	 61.522	 -0.997254	 -0.996915	 0.999539	 1.619549	 1.374538	 -4.854690	  1.634061 	 -0.009784
   35142:	1746677245	 61.707	 -0.997262	 -0.996920	 0.999542	 1.619559	 1.374555	 -4.854671	  1.634058 	 -0.009416
   35143:	1746677246	 61.492	 -0.997260	 -0.996912	 0.999557	 1.619554	 1.374533	 -4.854937	  1.634060 	 -0.009690
   35144:	1746677247	 61.476	 -0.997261	 -0.996908	 0.999554	 1.619551	 1.374525	 -4.854775	  1.634032 	 -0.008288
   35145:	1746677248	 61.522	 -0.997264	 -0.996919	 0.999542	 1.619575	 1.374540	 -4.854817	  1.634033 	 -0.008469
   35146:	1746677249	 62.138	 -0.997268	 -0.996916	 0.999542	 1.619565	 1.374537	 -4.854864	  1.634070 	 -0.009744
   35147:	1746677250	 61.953	 -0.997263	 -0.996911	 0.999537	 1.619553	 1.374517	 -4.854930	  1.634050 	 -0.009761
   35148:	1746677251	 61.615	 -0.997266	 -0.996916	 0.999554	 1.619581	 1.374564	 -4.854544	  1.634021 	 -0.013026
   35149:	1746677252	 61.538	 -0.997265	 -0.996923	 0.999554	 1.619560	 1.374548	 -4.854592	  1.634042 	 -0.009664
   35150:	1746677253	 61.215	 -0.997261	 -0.996915	 0.999553	 1.619568	 1.374568	 -4.854398	  1.634001 	 -0.012333
   35151:	1746677254	 61.645	 -0.997268	 -0.996912	 0.999550	 1.619583	 1.374550	 -4.854525	  1.634037 	 -0.009432
   35152:	1746677255	 61.076	 -0.997264	 -0.996914	 0.999555	 1.619586	 1.374544	 -4.854702	  1.634067 	 -0.010070
   35153:	1746677256	 60.646	 -0.997263	 -0.996909	 0.999564	 1.619568	 1.374531	 -4.854836	  1.634015 	 -0.009302
   35154:	1746677257	 60.815	 -0.997264	 -0.996910	 0.999554	 1.619572	 1.374549	 -4.854613	  1.634025 	 -0.011707
   35155:	1746677258	 61.707	 -0.997252	 -0.996903	 0.999539	 1.619553	 1.374519	 -4.854773	  1.634073 	 -0.009611
   35156:	1746677259	 61.707	 -0.997261	 -0.996903	 0.999554	 1.619560	 1.374538	 -4.854723	  1.634041 	 -0.012400
   35157:	1746677260	 61.061	 -0.997259	 -0.996908	 0.999555	 1.619557	 1.374513	 -4.854937	  1.634055 	 -0.011108
   35158:	1746677261	 62.168	 -0.997269	 -0.996911	 0.999548	 1.619574	 1.374504	 -4.855075	  1.634037 	 -0.011151
   35159:	1746677262	 60.846	 -0.997268	 -0.996911	 0.999551	 1.619584	 1.374523	 -4.854784	  1.634013 	 -0.012603
   35160:	1746677263	 60.430	 -0.997257	 -0.996907	 0.999554	 1.619560	 1.374536	 -4.854664	  1.634058 	 -0.009994
   35161:	1746677264	 61.246	 -0.997257	 -0.996908	 0.999542	 1.619581	 1.374563	 -4.854555	  1.634066 	 -0.011611
   35162:	1746677265	 61.476	 -0.997264	 -0.996914	 0.999549	 1.619586	 1.374540	 -4.854891	  1.634053 	 -0.011956
   35163:	1746677266	 61.030	 -0.997262	 -0.996907	 0.999555	 1.619576	 1.374546	 -4.854907	  1.634035 	 -0.009410
   35164:	1746677267	 61.338	 -0.997264	 -0.996912	 0.999540	 1.619561	 1.374558	 -4.854718	  1.634040 	 -0.009755
   35165:	1746677268	 61.615	 -0.997254	 -0.996911	 0.999551	 1.619584	 1.374538	 -4.854764	  1.634033 	 -0.012950
   35166:	1746677269	 61.415	 -0.997249	 -0.996900	 0.999540	 1.619579	 1.374551	 -4.854656	  1.634052 	 -0.013786
   35167:	1746677270	 61.845	 -0.997251	 -0.996903	 0.999535	 1.619564	 1.374525	 -4.854968	  1.634052 	 -0.011484
   35168:	1746677271	 61.861	 -0.997253	 -0.996911	 0.999553	 1.619570	 1.374533	 -4.854815	  1.634053 	 -0.011425
   35169:	1746677272	 61.615	 -0.997257	 -0.996901	 0.999554	 1.619569	 1.374580	 -4.854576	  1.634019 	 -0.012190
   35170:	1746677273	 61.092	 -0.997258	 -0.996911	 0.999546	 1.619568	 1.374555	 -4.854658	  1.634055 	 -0.008004
   35171:	1746677274	 60.615	 -0.997251	 -0.996904	 0.999535	 1.619551	 1.374559	 -4.854542	  1.634051 	 -0.011810
   35172:	1746677275	 61.676	 -0.997253	 -0.996901	 0.999551	 1.619565	 1.374549	 -4.854615	  1.634028 	 -0.011738
   35173:	1746677276	 61.738	 -0.997251	 -0.996904	 0.999550	 1.619561	 1.374569	 -4.854451	  1.634037 	 -0.010098
   35174:	1746677277	 61.338	 -0.997259	 -0.996907	 0.999539	 1.619567	 1.374571	 -4.854321	  1.634042 	 -0.007463
   35175:	1746677278	 61.522	 -0.997254	 -0.996912	 0.999546	 1.619566	 1.374578	 -4.854289	  1.634061 	 -0.011555
   35176:	1746677279	 61.538	 -0.997254	 -0.996912	 0.999549	 1.619591	 1.374579	 -4.854512	  1.634097 	 -0.010092
   35177:	1746677280	 61.369	 -0.997255	 -0.996916	 0.999540	 1.619565	 1.374576	 -4.854385	  1.634055 	 -0.010320
   35178:	1746677281	 61.738	 -0.997254	 -0.996915	 0.999531	 1.619553	 1.374564	 -4.854503	  1.634059 	 -0.008564
   35179:	1746677282	 61.015	 -0.997252	 -0.996909	 0.999542	 1.619556	 1.374568	 -4.854268	  1.634067 	 -0.010237
   35180:	1746677283	 61.953	 -0.997255	 -0.996920	 0.999542	 1.619576	 1.374571	 -4.854375	  1.634047 	 -0.011061
   35181:	1746677284	 61.476	 -0.997249	 -0.996913	 0.999545	 1.619562	 1.374578	 -4.854445	  1.634039 	 -0.011774
   35182:	1746677285	 60.938	 -0.997253	 -0.996915	 0.999540	 1.619573	 1.374577	 -4.854459	  1.634032 	 -0.008004
   35183:	1746677286	 60.969	 -0.997260	 -0.996916	 0.999552	 1.619592	 1.374608	 -4.854218	  1.634042 	 -0.012068
   35184:	1746677287	 62.015	 -0.997262	 -0.996919	 0.999537	 1.619574	 1.374584	 -4.854228	  1.634050 	 -0.009158
   35185:	1746677288	 61.707	 -0.997257	 -0.996909	 0.999554	 1.619595	 1.374603	 -4.854166	  1.634059 	 -0.010505
   35186:	1746677289	 61.399	 -0.997259	 -0.996909	 0.999544	 1.619571	 1.374571	 -4.854392	  1.634053 	 -0.009051
   35187:	1746677290	 61.369	 -0.997258	 -0.996908	 0.999545	 1.619581	 1.374561	 -4.854467	  1.634058 	 -0.010112
   35188:	1746677291	 61.384	 -0.997262	 -0.996921	 0.999545	 1.619591	 1.374598	 -4.854403	  1.634040 	 -0.011754
   35189:	1746677292	 61.046	 -0.997253	 -0.996910	 0.999545	 1.619598	 1.374596	 -4.854402	  1.634053 	 -0.009919
   35190:	1746677293	 62.138	 -0.997258	 -0.996912	 0.999547	 1.619576	 1.374583	 -4.854383	  1.634075 	 -0.011080
   35191:	1746677294	 61.599	 -0.997258	 -0.996917	 0.999556	 1.619584	 1.374595	 -4.854534	  1.634062 	 -0.011164
   35192:	1746677295	 62.153	 -0.997261	 -0.996912	 0.999551	 1.619573	 1.374583	 -4.854392	  1.634042 	 -0.010273
   35193:	1746677296	 61.645	 -0.997261	 -0.996910	 0.999543	 1.619561	 1.374593	 -4.854152	  1.634056 	 -0.010366
   35194:	1746677297	 61.953	 -0.997264	 -0.996917	 0.999556	 1.619585	 1.374612	 -4.854118	  1.634056 	 -0.009386
   35195:	1746677298	 61.830	 -0.997261	 -0.996920	 0.999539	 1.619590	 1.374611	 -4.854340	  1.634059 	 -0.011214
   35196:	1746677299	 61.199	 -0.997258	 -0.996912	 0.999547	 1.619572	 1.374573	 -4.854301	  1.634049 	 -0.011277
   35197:	1746677300	 61.999	 -0.997261	 -0.996919	 0.999545	 1.619571	 1.374592	 -4.854507	  1.634066 	 -0.010087
   35198:	1746677301	 60.861	 -0.997261	 -0.996911	 0.999557	 1.619586	 1.374577	 -4.854362	  1.634054 	 -0.012932
   35199:	1746677302	 61.338	 -0.997261	 -0.996917	 0.999557	 1.619580	 1.374561	 -4.854629	  1.634059 	 -0.012276
   35200:	1746677303	 62.199	 -0.997260	 -0.996909	 0.999544	 1.619562	 1.374560	 -4.854449	  1.634066 	 -0.010256
   35201:	1746677304	 61.861	 -0.997262	 -0.996914	 0.999550	 1.619582	 1.374598	 -4.854376	  1.634052 	 -0.010781
   35202:	1746677305	 61.953	 -0.997269	 -0.996916	 0.999544	 1.619562	 1.374599	 -4.854233	  1.634069 	 -0.009171
   35203:	1746677306	 62.199	 -0.997266	 -0.996922	 0.999541	 1.619572	 1.374617	 -4.854060	  1.634055 	 -0.011221
   35204:	1746677307	 61.845	 -0.997265	 -0.996911	 0.999561	 1.619568	 1.374595	 -4.854302	  1.634076 	 -0.009720
   35205:	1746677308	 61.984	 -0.997259	 -0.996918	 0.999553	 1.619559	 1.374603	 -4.854227	  1.634047 	 -0.009326
   35206:	1746677309	 60.984	 -0.997257	 -0.996905	 0.999541	 1.619573	 1.374592	 -4.854313	  1.634042 	 -0.011583
   35207:	1746677310	 60.523	 -0.997261	 -0.996914	 0.999551	 1.619568	 1.374579	 -4.854347	  1.634064 	 -0.007570
   35208:	1746677311	 61.615	 -0.997256	 -0.996909	 0.999552	 1.619581	 1.374610	 -4.854350	  1.634053 	 -0.012230
   35209:	1746677312	 61.645	 -0.997261	 -0.996910	 0.999548	 1.619584	 1.374591	 -4.854581	  1.634052 	 -0.011739
   35210:	1746677313	 62.322	 -0.997257	 -0.996907	 0.999554	 1.619570	 1.374582	 -4.854483	  1.634041 	 -0.012754
   35211:	1746677314	 61.215	 -0.997259	 -0.996919	 0.999550	 1.619564	 1.374587	 -4.854577	  1.634064 	 -0.010174
   35212:	1746677315	 61.338	 -0.997259	 -0.996919	 0.999547	 1.619564	 1.374593	 -4.854410	  1.634061 	 -0.010438
   35213:	1746677316	 61.707	 -0.997260	 -0.996916	 0.999551	 1.619577	 1.374606	 -4.854383	  1.634061 	 -0.011531
   35214:	1746677317	 61.599	 -0.997260	 -0.996913	 0.999556	 1.619587	 1.374615	 -4.854187	  1.634077 	 -0.010192
   35215:	1746677318	 61.553	 -0.997259	 -0.996917	 0.999543	 1.619572	 1.374604	 -4.854322	  1.634074 	 -0.012147
   35216:	1746677319	 61.615	 -0.997256	 -0.996907	 0.999537	 1.619589	 1.374609	 -4.854187	  1.634060 	 -0.011161
   35217:	1746677320	 60.892	 -0.997264	 -0.996912	 0.999532	 1.619595	 1.374644	 -4.854242	  1.634079 	 -0.011124
   35218:	1746677321	 61.030	 -0.997255	 -0.996913	 0.999543	 1.619580	 1.374586	 -4.854470	  1.634044 	 -0.012559
   35219:	1746677322	 61.445	 -0.997253	 -0.996903	 0.999548	 1.619556	 1.374565	 -4.854597	  1.634083 	 -0.009067
   35220:	1746677323	 61.953	 -0.997263	 -0.996919	 0.999543	 1.619593	 1.374569	 -4.854494	  1.634051 	 -0.012644
   35221:	1746677324	 61.768	 -0.997261	 -0.996911	 0.999553	 1.619582	 1.374599	 -4.854458	  1.634047 	 -0.011093
   35222:	1746677325	 61.430	 -0.997261	 -0.996913	 0.999556	 1.619579	 1.374567	 -4.854449	  1.634047 	 -0.008651
   35223:	1746677326	 61.599	 -0.997261	 -0.996912	 0.999527	 1.619580	 1.374606	 -4.854403	  1.634088 	 -0.010894
   35224:	1746677327	 61.738	 -0.997258	 -0.996911	 0.999551	 1.619578	 1.374590	 -4.854501	  1.634063 	 -0.010753
   35225:	1746677328	 61.353	 -0.997265	 -0.996909	 0.999542	 1.619586	 1.374613	 -4.854383	  1.634047 	 -0.011398
   35226:	1746677329	 60.953	 -0.997255	 -0.996908	 0.999542	 1.619572	 1.374601	 -4.854305	  1.634037 	 -0.012773
   35227:	1746677330	 61.676	 -0.997252	 -0.996908	 0.999547	 1.619572	 1.374596	 -4.854370	  1.634052 	 -0.008586
   35228:	1746677331	 61.892	 -0.997262	 -0.996914	 0.999543	 1.619575	 1.374592	 -4.854465	  1.634039 	 -0.010931
   35229:	1746677332	 61.092	 -0.997258	 -0.996908	 0.999559	 1.619579	 1.374594	 -4.854355	  1.634028 	 -0.012360
   35230:	1746677333	 61.522	 -0.997253	 -0.996902	 0.999567	 1.619561	 1.374590	 -4.854562	  1.634025 	 -0.009713
   35231:	1746677334	 61.722	 -0.997266	 -0.996919	 0.999548	 1.619585	 1.374626	 -4.854409	  1.634045 	 -0.015141
   35232:	1746677335	 61.584	 -0.997254	 -0.996911	 0.999550	 1.619573	 1.374571	 -4.854534	  1.634042 	 -0.010753
   35233:	1746677336	 62.045	 -0.997254	 -0.996915	 0.999546	 1.619561	 1.374568	 -4.854492	  1.634063 	 -0.009173
   35234:	1746677337	 61.061	 -0.997263	 -0.996914	 0.999548	 1.619575	 1.374593	 -4.854456	  1.634052 	 -0.010089
   35235:	1746677338	 61.246	 -0.997257	 -0.996919	 0.999557	 1.619567	 1.374589	 -4.854540	  1.634033 	 -0.009393
   35236:	1746677339	 61.307	 -0.997248	 -0.996911	 0.999552	 1.619558	 1.374568	 -4.854444	  1.634041 	 -0.006921
   35237:	1746677340	 61.599	 -0.997261	 -0.996919	 0.999553	 1.619576	 1.374596	 -4.854416	  1.634053 	 -0.010059
   35238:	1746677341	 61.215	 -0.997261	 -0.996920	 0.999553	 1.619585	 1.374599	 -4.854210	  1.634053 	 -0.011212
   35239:	1746677342	 61.830	 -0.997260	 -0.996917	 0.999543	 1.619581	 1.374579	 -4.854526	  1.634053 	 -0.010435
   35240:	1746677343	 61.892	 -0.997256	 -0.996914	 0.999547	 1.619594	 1.374592	 -4.854385	  1.634032 	 -0.010221
   35241:	1746677344	 61.507	 -0.997262	 -0.996919	 0.999550	 1.619579	 1.374589	 -4.854522	  1.634061 	 -0.012332
   35242:	1746677345	 61.338	 -0.997261	 -0.996918	 0.999547	 1.619576	 1.374586	 -4.854431	  1.634043 	 -0.012449
   35243:	1746677346	 61.645	 -0.997259	 -0.996916	 0.999543	 1.619547	 1.374601	 -4.854285	  1.634071 	 -0.010287
   35244:	1746677347	 61.215	 -0.997258	 -0.996915	 0.999557	 1.619576	 1.374584	 -4.854656	  1.634037 	 -0.009985
   35245:	1746677348	 61.307	 -0.997252	 -0.996905	 0.999547	 1.619561	 1.374599	 -4.854410	  1.634055 	 -0.012142
   35246:	1746677349	 61.276	 -0.997263	 -0.996909	 0.999545	 1.619586	 1.374587	 -4.854429	  1.634042 	 -0.009830
   35247:	1746677350	 61.415	 -0.997252	 -0.996906	 0.999551	 1.619563	 1.374606	 -4.854431	  1.634058 	 -0.010598
   35248:	1746677351	 60.984	 -0.997261	 -0.996919	 0.999551	 1.619581	 1.374622	 -4.854320	  1.634042 	 -0.009896
   35249:	1746677352	 61.445	 -0.997257	 -0.996907	 0.999550	 1.619564	 1.374603	 -4.854203	  1.634060 	 -0.008630
   35250:	1746677353	 61.892	 -0.997258	 -0.996915	 0.999547	 1.619587	 1.374612	 -4.854198	  1.634059 	 -0.012933
   35251:	1746677354	 61.661	 -0.997265	 -0.996918	 0.999545	 1.619586	 1.374627	 -4.854288	  1.634078 	 -0.012543
   35252:	1746677355	 61.307	 -0.997259	 -0.996913	 0.999552	 1.619584	 1.374598	 -4.854376	  1.634073 	 -0.010455
   35253:	1746677356	 61.676	 -0.997259	 -0.996922	 0.999556	 1.619597	 1.374598	 -4.854435	  1.634057 	 -0.013352
   35254:	1746677357	 61.338	 -0.997255	 -0.996910	 0.999562	 1.619576	 1.374591	 -4.854398	  1.634051 	 -0.011896
   35255:	1746677358	 61.630	 -0.997263	 -0.996911	 0.999542	 1.619584	 1.374588	 -4.854435	  1.634050 	 -0.011006
   35256:	1746677359	 61.584	 -0.997263	 -0.996910	 0.999543	 1.619575	 1.374600	 -4.854418	  1.634044 	 -0.010432
   35257:	1746677360	 61.830	 -0.997264	 -0.996910	 0.999562	 1.619582	 1.374603	 -4.854154	  1.634063 	 -0.009465
   35258:	1746677361	 61.276	 -0.997259	 -0.996904	 0.999555	 1.619565	 1.374559	 -4.854637	  1.634038 	 -0.011096
   35259:	1746677362	 61.907	 -0.997255	 -0.996906	 0.999537	 1.619567	 1.374606	 -4.854311	  1.634070 	 -0.011518
   35260:	1746677363	 61.907	 -0.997252	 -0.996904	 0.999545	 1.619590	 1.374572	 -4.854370	  1.634053 	 -0.010103
   35261:	1746677364	 61.768	 -0.997262	 -0.996911	 0.999563	 1.619588	 1.374637	 -4.854189	  1.634044 	 -0.012540
   35262:	1746677365	 61.738	 -0.997262	 -0.996902	 0.999543	 1.619580	 1.374605	 -4.854231	  1.634061 	 -0.009678
   35263:	1746677366	 61.415	 -0.997255	 -0.996903	 0.999528	 1.619548	 1.374590	 -4.854240	  1.634066 	 -0.009348
   35264:	1746677367	 61.722	 -0.997264	 -0.996909	 0.999540	 1.619577	 1.374577	 -4.854505	  1.634053 	 -0.012454
   35265:	1746677368	 61.938	 -0.997258	 -0.996907	 0.999557	 1.619587	 1.374593	 -4.854412	  1.634072 	 -0.009346
   35266:	1746677369	 61.738	 -0.997258	 -0.996904	 0.999543	 1.619557	 1.374596	 -4.854300	  1.634061 	 -0.009230
   35267:	1746677370	 61.584	 -0.997275	 -0.996916	 0.999552	 1.619592	 1.374611	 -4.854459	  1.634052 	 -0.013444
   35268:	1746677371	 61.707	 -0.997254	 -0.996900	 0.999550	 1.619571	 1.374600	 -4.854161	  1.634080 	 -0.008459
   35269:	1746677372	 60.999	 -0.997259	 -0.996904	 0.999561	 1.619582	 1.374625	 -4.854183	  1.634061 	 -0.009470
   35270:	1746677373	 61.461	 -0.997254	 -0.996901	 0.999544	 1.619575	 1.374615	 -4.854130	  1.634025 	 -0.010015
   35271:	1746677374	 61.169	 -0.997257	 -0.996900	 0.999545	 1.619573	 1.374605	 -4.854169	  1.634046 	 -0.008754
   35272:	1746677375	 61.738	 -0.997262	 -0.996906	 0.999554	 1.619568	 1.374606	 -4.854300	  1.634050 	 -0.011010
   35273:	1746677376	 61.184	 -0.997261	 -0.996907	 0.999541	 1.619569	 1.374588	 -4.854437	  1.634057 	 -0.009562
   35274:	1746677377	 61.092	 -0.997259	 -0.996897	 0.999565	 1.619600	 1.374604	 -4.854326	  1.634035 	 -0.012710
   35275:	1746677378	 61.061	 -0.997261	 -0.996916	 0.999557	 1.619591	 1.374593	 -4.854363	  1.634055 	 -0.009189
   35276:	1746677379	 61.399	 -0.997259	 -0.996904	 0.999553	 1.619576	 1.374608	 -4.854198	  1.634048 	 -0.011246
   35277:	1746677380	 61.369	 -0.997255	 -0.996897	 0.999548	 1.619556	 1.374625	 -4.854001	  1.634030 	 -0.008792
   35278:	1746677381	 61.399	 -0.997254	 -0.996903	 0.999539	 1.619574	 1.374567	 -4.854736	  1.634058 	 -0.008306
   35279:	1746677382	 61.799	 -0.997259	 -0.996912	 0.999554	 1.619581	 1.374605	 -4.854412	  1.634059 	 -0.009836
   35280:	1746677383	 61.123	 -0.997258	 -0.996908	 0.999557	 1.619587	 1.374587	 -4.854731	  1.634048 	 -0.011805
   35281:	1746677384	 61.830	 -0.997261	 -0.996912	 0.999554	 1.619580	 1.374596	 -4.854542	  1.634050 	 -0.011741
   35282:	1746677385	 61.922	 -0.997255	 -0.996908	 0.999543	 1.619585	 1.374583	 -4.854550	  1.634071 	 -0.011781
   35283:	1746677386	 61.538	 -0.997255	 -0.996910	 0.999565	 1.619587	 1.374581	 -4.854615	  1.634050 	 -0.010908
   35284:	1746677387	 61.753	 -0.997260	 -0.996909	 0.999559	 1.619560	 1.374579	 -4.854424	  1.634045 	 -0.008707
   35285:	1746677388	 60.846	 -0.997263	 -0.996912	 0.999547	 1.619557	 1.374575	 -4.854619	  1.634035 	 -0.010027
   35286:	1746677389	 61.892	 -0.997265	 -0.996901	 0.999532	 1.619560	 1.374559	 -4.854451	  1.634046 	 -0.008909
   35287:	1746677390	 61.445	 -0.997263	 -0.996904	 0.999539	 1.619587	 1.374567	 -4.854629	  1.634063 	 -0.010775
   35288:	1746677391	 60.692	 -0.997263	 -0.996903	 0.999555	 1.619580	 1.374599	 -4.854610	  1.634048 	 -0.013078
   35289:	1746677392	 61.046	 -0.997256	 -0.996907	 0.999545	 1.619584	 1.374578	 -4.854651	  1.634049 	 -0.009797
   35290:	1746677393	 61.215	 -0.997259	 -0.996906	 0.999562	 1.619573	 1.374601	 -4.854297	  1.634047 	 -0.010790
   35291:	1746677394	 61.584	 -0.997257	 -0.996911	 0.999549	 1.619569	 1.374590	 -4.854510	  1.634050 	 -0.008932
   35292:	1746677395	 61.030	 -0.997258	 -0.996908	 0.999548	 1.619576	 1.374587	 -4.854542	  1.634042 	 -0.010143
   35293:	1746677396	 60.999	 -0.997253	 -0.996905	 0.999549	 1.619561	 1.374614	 -4.854294	  1.634047 	 -0.010105
   35294:	1746677397	 61.553	 -0.997255	 -0.996912	 0.999545	 1.619577	 1.374615	 -4.854388	  1.634037 	 -0.009421
