1746557161	 59.615	 -1.006622	 -1.004791	 0.999756	 0.537109	 0.346069	 -4.852295	 0.541992	 -0.028076
1746557162	 58.877	 -1.006451	 -1.004848	 1.000671	 0.537720	 0.346069	 -4.851990	 0.541687	 -0.020447
1746557163	 60.138	 -1.006680	 -1.005020	 1.000671	 0.537415	 0.346069	 -4.852600	 0.541687	 -0.001526
1746557164	 59.769	 -1.006794	 -1.005135	 0.999756	 0.537415	 0.346680	 -4.852295	 0.541992	 -0.036316
1746557165	 59.677	 -1.006680	 -1.005306	 0.999756	 0.537720	 0.346680	 -4.854431	 0.541382	 -0.006714
1746557166	 59.784	 -1.006622	 -1.004791	 1.001587	 0.537415	 0.346985	 -4.851990	 0.541992	 -0.031433
1746557167	 59.215	 -1.006680	 -1.004391	 0.999756	 0.537415	 0.346985	 -4.853210	 0.541992	 -0.019226
1746557168	 59.369	 -1.006508	 -1.004677	 0.999756	 0.537415	 0.347595	 -4.851990	 0.541077	 0.007324
1746557169	 59.861	 -1.006393	 -1.004848	 1.000671	 0.537109	 0.347290	 -4.853821	 0.541687	 0.017700
1746557170	 59.246	 -1.006851	 -1.005020	 0.999756	 0.537109	 0.347595	 -4.852600	 0.541992	 0.002441
1746557171	 59.815	 -1.006222	 -1.004677	 0.998840	 0.537415	 0.347900	 -4.854431	 0.541077	 0.006714
1746557172	 60.000	 -1.006565	 -1.005135	 0.999756	 0.537109	 0.347900	 -4.852600	 0.541077	 -0.008850
1746557173	 59.369	 -1.006851	 -1.005192	 1.001587	 0.536499	 0.348511	 -4.854431	 0.541382	 -0.012207
1746557174	 59.508	 -1.006622	 -1.005135	 0.999756	 0.537720	 0.348206	 -4.851379	 0.541687	 -0.007629
1746557175	 59.508	 -1.006508	 -1.004562	 0.999756	 0.537415	 0.348206	 -4.854126	 0.541687	 -0.024109
1746557176	 59.369	 -1.007481	 -1.005650	 1.000671	 0.537415	 0.348206	 -4.852295	 0.541382	 0.005798
1746557177	 59.861	 -1.006794	 -1.005020	 0.998840	 0.537720	 0.348206	 -4.854431	 0.541382	 -0.032654
1746557178	 59.769	 -1.006336	 -1.004620	 0.999756	 0.537415	 0.348511	 -4.852600	 0.541687	 -0.017090
1746557179	 59.769	 -1.006451	 -1.004791	 0.999756	 0.536804	 0.347900	 -4.854736	 0.541687	 0.005798
1746557180	 59.615	 -1.006451	 -1.005020	 0.999756	 0.537720	 0.348511	 -4.851990	 0.542297	 -0.020142
1746557181	 59.877	 -1.006737	 -1.005135	 0.999756	 0.537720	 0.348206	 -4.852905	 0.541687	 -0.035095
1746557182	 59.831	 -1.006966	 -1.005192	 0.999756	 0.537109	 0.348206	 -4.854431	 0.542297	 -0.004883
1746557183	 59.292	 -1.006508	 -1.004963	 0.999756	 0.537720	 0.347900	 -4.852295	 0.541382	 0.023804
1746557184	 60.292	 -1.006336	 -1.004848	 0.999756	 0.537415	 0.348206	 -4.854431	 0.541992	 -0.003967
1746557185	 59.523	 -1.006279	 -1.004620	 0.999756	 0.537415	 0.347900	 -4.852600	 0.541077	 0.000000
1746557186	 60.215	 -1.006908	 -1.005192	 0.999756	 0.537415	 0.348206	 -4.854431	 0.541077	 -0.044861
1746557187	 60.077	 -1.006336	 -1.005077	 0.999756	 0.537720	 0.348206	 -4.852600	 0.541687	 0.000916
1746557188	 60.354	 -1.006908	 -1.005363	 0.999756	 0.537415	 0.348206	 -4.854431	 0.541382	 -0.031433
1746557189	 59.215	 -1.006737	 -1.005077	 1.000671	 0.537415	 0.348206	 -4.852295	 0.541687	 0.000000
1746557190	 59.954	 -1.006737	 -1.004505	 0.999756	 0.537415	 0.348511	 -4.853821	 0.541077	 -0.012817
1746557191	 59.369	 -1.006622	 -1.004848	 1.000671	 0.537415	 0.348511	 -4.853821	 0.541687	 -0.050964
1746557192	 59.738	 -1.006508	 -1.004448	 0.999756	 0.537415	 0.348511	 -4.853210	 0.541992	 -0.007019
1746557193	 59.554	 -1.006565	 -1.005306	 0.999756	 0.537415	 0.348816	 -4.855042	 0.541992	 -0.043640
1746557194	 58.877	 -1.006451	 -1.004963	 0.999756	 0.537415	 0.348206	 -4.853210	 0.541992	 -0.015259
1746557195	 59.369	 -1.006336	 -1.004734	 1.000671	 0.537109	 0.348206	 -4.854431	 0.541382	 -0.004272
1746557196	 59.892	 -1.006737	 -1.004963	 1.000671	 0.537415	 0.348206	 -4.853821	 0.541382	 -0.048218
1746557197	 59.477	 -1.007137	 -1.005192	 0.999756	 0.537415	 0.348511	 -4.852600	 0.541687	 -0.026245
1746557198	 59.585	 -1.006451	 -1.004562	 0.998840	 0.537109	 0.347900	 -4.856873	 0.541992	 -0.007629
1746557199	 59.215	 -1.006680	 -1.004791	 0.999756	 0.537720	 0.347595	 -4.852600	 0.541382	 0.024414
1746557200	 59.523	 -1.006737	 -1.005020	 1.000671	 0.537109	 0.347900	 -4.852600	 0.541687	 0.004272
1746557201	 59.523	 -1.006565	 -1.005306	 0.999756	 0.537415	 0.347900	 -4.853821	 0.542297	 0.021667
1746557202	 59.846	 -1.006451	 -1.004734	 0.999756	 0.537720	 0.347595	 -4.852600	 0.541382	 -0.007324
1746557203	 59.277	 -1.006908	 -1.005192	 0.999756	 0.537720	 0.347595	 -4.854431	 0.541382	 -0.021057
1746557204	 59.708	 -1.006451	 -1.004734	 0.999756	 0.537415	 0.347290	 -4.852600	 0.541687	 -0.020447
1746557205	 59.631	 -1.006680	 -1.004848	 0.999756	 0.537415	 0.346985	 -4.853516	 0.541687	 -0.028381
1746557206	 59.569	 -1.006680	 -1.005020	 0.999756	 0.537720	 0.347290	 -4.852600	 0.541687	 0.013428
1746557207	 60.292	 -1.006107	 -1.004848	 1.000671	 0.537109	 0.346680	 -4.853210	 0.541382	 -0.020142
1746557208	 59.646	 -1.006680	 -1.004906	 0.998840	 0.537720	 0.346985	 -4.854126	 0.541687	 -0.023193
1746557209	 59.861	 -1.006451	 -1.004791	 0.999756	 0.537415	 0.346680	 -4.852600	 0.541687	 0.002441
1746557210	 59.938	 -1.006680	 -1.005135	 0.999756	 0.537415	 0.346375	 -4.852600	 0.541687	 0.016174
1746557211	 59.923	 -1.006851	 -1.005135	 0.999756	 0.537415	 0.346680	 -4.855042	 0.541687	 0.003967
1746557212	 60.261	 -1.006680	 -1.004848	 1.000671	 0.537415	 0.346375	 -4.852905	 0.541687	 0.000000
1746557213	 60.061	 -1.006622	 -1.004677	 0.998840	 0.537415	 0.346375	 -4.852905	 0.541687	 -0.003052
1746557214	 59.615	 -1.006794	 -1.004906	 0.999756	 0.537415	 0.346069	 -4.855042	 0.541382	 -0.016785
1746557215	 59.692	 -1.006794	 -1.005306	 1.000671	 0.537415	 0.346680	 -4.852295	 0.541077	 -0.021362
1746557216	 59.784	 -1.006565	 -1.005249	 0.997925	 0.537109	 0.345459	 -4.853210	 0.541382	 0.047607
1746557217	 59.692	 -1.007309	 -1.005249	 0.999756	 0.537415	 0.346069	 -4.853210	 0.541687	 -0.035400
1746557218	 59.769	 -1.007023	 -1.004906	 0.999756	 0.537415	 0.346375	 -4.851990	 0.541687	 -0.022888
1746557219	 59.631	 -1.006794	 -1.005192	 1.000671	 0.537415	 0.345764	 -4.853821	 0.541992	 -0.011902
1746557220	 60.092	 -1.006908	 -1.004848	 0.998840	 0.537415	 0.346069	 -4.853210	 0.541992	 0.018311
1746557221	 59.431	 -1.006508	 -1.004963	 0.999756	 0.538025	 0.346069	 -4.853210	 0.541687	 -0.000610
1746557222	 59.431	 -1.006908	 -1.005249	 0.999756	 0.537415	 0.345764	 -4.851990	 0.541382	 0.009766
1746557223	 60.415	 -1.006336	 -1.004620	 1.000671	 0.537415	 0.345764	 -4.854126	 0.541687	 0.021667
1746557224	 59.892	 -1.006908	 -1.004963	 0.998840	 0.537720	 0.346069	 -4.852600	 0.541687	 0.005493
1746557225	 59.831	 -1.006451	 -1.004963	 0.998840	 0.537415	 0.346069	 -4.851990	 0.541687	 -0.008850
1746557226	 60.015	 -1.006680	 -1.005077	 0.999756	 0.537415	 0.345764	 -4.854126	 0.541382	 -0.000305
1746557227	 59.508	 -1.006336	 -1.004848	 0.999756	 0.537720	 0.346069	 -4.851685	 0.541992	 -0.033569
1746557228	 59.738	 -1.006508	 -1.004906	 0.999756	 0.537720	 0.346069	 -4.853210	 0.541687	 -0.035706
1746557229	 59.892	 -1.006737	 -1.004906	 0.998840	 0.537720	 0.346680	 -4.853821	 0.541687	 -0.018005
1746557230	 60.230	 -1.006622	 -1.005192	 1.000671	 0.537109	 0.346069	 -4.851990	 0.541687	 -0.007019
1746557231	 59.523	 -1.006393	 -1.004562	 1.000671	 0.537109	 0.346069	 -4.852295	 0.541382	 0.006714
1746557232	 59.492	 -1.006393	 -1.004791	 0.998840	 0.537720	 0.346069	 -4.855042	 0.541687	 -0.002136
1746557233	 59.831	 -1.006508	 -1.004677	 0.999756	 0.537720	 0.346069	 -4.852600	 0.541687	 0.004578
1746557234	 59.800	 -1.006680	 -1.005077	 0.999756	 0.537415	 0.345764	 -4.854126	 0.541992	 -0.010071
1746557235	 59.138	 -1.006508	 -1.004848	 0.999756	 0.537415	 0.345764	 -4.853210	 0.541382	 0.043335
1746557236	 59.615	 -1.006680	 -1.005135	 0.999756	 0.537720	 0.346375	 -4.855042	 0.541382	 -0.025024
1746557237	 59.569	 -1.007080	 -1.005192	 0.999756	 0.537720	 0.346069	 -4.852905	 0.541382	 -0.018005
1746557238	 59.615	 -1.006451	 -1.004448	 0.998840	 0.537415	 0.346069	 -4.855042	 0.541382	 0.025940
1746557239	 60.123	 -1.007080	 -1.005535	 1.000671	 0.537415	 0.346069	 -4.851379	 0.542297	 0.037842
1746557240	 59.769	 -1.006336	 -1.004677	 1.000671	 0.537720	 0.346069	 -4.853210	 0.541382	 -0.042725
1746557241	 59.554	 -1.006851	 -1.005249	 0.999756	 0.537415	 0.346069	 -4.853821	 0.541077	 -0.010986
1746557242	 59.538	 -1.006908	 -1.005135	 0.999756	 0.537109	 0.345764	 -4.852600	 0.541687	 0.015259
1746557243	 59.554	 -1.006565	 -1.005020	 0.999756	 0.537720	 0.345764	 -4.853821	 0.541687	 -0.037842
1746557244	 59.492	 -1.006222	 -1.004505	 0.999756	 0.537109	 0.346069	 -4.852600	 0.541687	 0.021362
1746557245	 59.738	 -1.006908	 -1.005020	 0.999756	 0.537415	 0.345764	 -4.853821	 0.541687	 0.019836
1746557246	 59.738	 -1.006908	 -1.004791	 1.000671	 0.537415	 0.346069	 -4.852600	 0.541382	 -0.044250
1746557247	 59.892	 -1.006908	 -1.004963	 0.999756	 0.537109	 0.345764	 -4.853516	 0.541382	 0.032959
1746557248	 59.800	 -1.006737	 -1.005135	 0.999756	 0.537720	 0.346069	 -4.855042	 0.541077	 -0.048218
1746557249	 60.261	 -1.006622	 -1.005363	 1.001587	 0.537415	 0.346069	 -4.852905	 0.541077	 -0.017395
1746557250	 59.215	 -1.006851	 -1.004791	 1.000671	 0.537415	 0.345764	 -4.854431	 0.541382	 -0.002136
1746557251	 59.815	 -1.006794	 -1.005306	 0.998840	 0.537415	 0.346069	 -4.851990	 0.541382	 0.016479
1746557252	 59.861	 -1.006508	 -1.004906	 0.999756	 0.537720	 0.346069	 -4.854431	 0.541687	 -0.008850
1746557253	 59.385	 -1.006851	 -1.005192	 0.998840	 0.537720	 0.346375	 -4.852600	 0.541077	 -0.011902
1746557254	 59.738	 -1.007080	 -1.005135	 0.998840	 0.537415	 0.345764	 -4.852295	 0.541077	 -0.014038
1746557255	 59.015	 -1.006393	 -1.004848	 0.999756	 0.537415	 0.346069	 -4.855042	 0.541687	 -0.010071
1746557256	 59.892	 -1.007252	 -1.005192	 1.000671	 0.537415	 0.346069	 -4.853210	 0.541687	 -0.036316
1746557257	 59.492	 -1.006966	 -1.004906	 0.999756	 0.537720	 0.346069	 -4.853516	 0.541382	 -0.044250
1746557258	 60.000	 -1.007080	 -1.005363	 0.999756	 0.537415	 0.346069	 -4.854126	 0.541382	 -0.045166
1746557259	 60.107	 -1.006622	 -1.004906	 0.999756	 0.537109	 0.346069	 -4.854431	 0.541382	 -0.024109
1746557260	 60.200	 -1.006222	 -1.004848	 0.999756	 0.537415	 0.346069	 -4.852600	 0.541687	 -0.029297
1746557261	 59.108	 -1.006508	 -1.005020	 1.000671	 0.537720	 0.346375	 -4.854126	 0.541382	 -0.061646
1746557262	 60.292	 -1.006622	 -1.005077	 0.999756	 0.537415	 0.346069	 -4.854126	 0.541382	 -0.045166
1746557263	 60.046	 -1.006622	 -1.004906	 0.999756	 0.537720	 0.346069	 -4.854431	 0.541992	 -0.019531
1746557264	 59.369	 -1.006565	 -1.004906	 0.999756	 0.537720	 0.346375	 -4.853821	 0.541687	 -0.025024
1746557265	 60.046	 -1.006794	 -1.004562	 1.000671	 0.537415	 0.346375	 -4.856262	 0.541382	 -0.018616
1746557266	 59.492	 -1.006737	 -1.005020	 0.999756	 0.537415	 0.346069	 -4.853516	 0.542297	 -0.026245
1746557267	 59.185	 -1.006451	 -1.004677	 0.998840	 0.537720	 0.346069	 -4.853821	 0.541992	 0.028381
1746557268	 60.015	 -1.006393	 -1.004677	 0.999756	 0.537415	 0.346069	 -4.853821	 0.541992	 -0.001526
1746557269	 59.092	 -1.006336	 -1.004963	 1.000671	 0.537415	 0.346069	 -4.853210	 0.541382	 -0.039978
1746557270	 59.369	 -1.006508	 -1.005020	 1.000671	 0.537720	 0.346375	 -4.852600	 0.542297	 -0.025635
1746557271	 59.692	 -1.006622	 -1.005020	 0.999756	 0.537720	 0.346069	 -4.853210	 0.541382	 -0.054016
1746557272	 59.461	 -1.006622	 -1.005249	 0.999756	 0.538025	 0.346069	 -4.853821	 0.541992	 0.003967
1746557273	 59.277	 -1.006966	 -1.005135	 0.999756	 0.537720	 0.346069	 -4.854736	 0.541077	 -0.002136
1746557274	 59.323	 -1.007080	 -1.005421	 1.000671	 0.537720	 0.346069	 -4.852600	 0.541992	 -0.004883
1746557275	 59.861	 -1.006680	 -1.005077	 1.000671	 0.537415	 0.346069	 -4.852295	 0.541687	 0.017700
1746557276	 59.138	 -1.006794	 -1.005135	 1.000671	 0.537415	 0.345764	 -4.853210	 0.541687	 0.021973
1746557277	 59.692	 -1.006279	 -1.004734	 0.999756	 0.537415	 0.346375	 -4.854736	 0.541382	 -0.010681
1746557278	 59.431	 -1.006393	 -1.004620	 0.999756	 0.537415	 0.346069	 -4.852600	 0.541687	 0.023499
1746557279	 60.138	 -1.006336	 -1.004791	 0.999756	 0.537415	 0.346069	 -4.851990	 0.541382	 -0.047913
1746557280	 59.523	 -1.006451	 -1.004848	 0.999756	 0.537415	 0.346069	 -4.853821	 0.541687	 0.047607
1746557281	 59.769	 -1.006451	 -1.004791	 0.999756	 0.537720	 0.346680	 -4.853821	 0.541687	 -0.049744
1746557282	 59.492	 -1.006622	 -1.005020	 0.999756	 0.537415	 0.346375	 -4.850769	 0.541077	 -0.011902
1746557283	 60.138	 -1.006451	 -1.005192	 1.000671	 0.537415	 0.346069	 -4.851379	 0.541687	 0.018311
1746557284	 59.585	 -1.006508	 -1.004562	 0.999756	 0.537109	 0.346680	 -4.851990	 0.541992	 -0.012207
1746557285	 59.984	 -1.006680	 -1.004734	 0.999756	 0.537109	 0.346680	 -4.853821	 0.541382	 -0.010376
1746557286	 59.585	 -1.006966	 -1.004963	 0.999756	 0.537720	 0.347290	 -4.853821	 0.541687	 0.008240
1746557287	 59.292	 -1.006565	 -1.005306	 0.999756	 0.537720	 0.347595	 -4.853210	 0.541382	 0.036621
1746557288	 60.046	 -1.006737	 -1.005363	 0.999756	 0.537415	 0.347900	 -4.852600	 0.541382	 -0.023499
